Column1,Column2
ECG,PCG
6.2502527486175,-233.482277429528
5.18138029296282,-219.281048796163
6.13267289693562,-215.384648617433
7.10946482241132,-212.618889322177
7.10627058464051,-162.805462872026
6.11657076153247,-157.883137948871
-2.86470458364458,-166.867633759661
-25.8592967394039,-161.911116980509
-42.9035875636408,-152.983004837641
-32.0079827413259,-186.059974133948
-3.14155376778074,-157.199787445215
14.7404431180838,-141.339089287208
16.6564050021034,-61.4679666898483
14.5998364683892,-12.5137730974984
12.5633660111413,4.56105848679181
8.54114520010635,22.748523441307
6.52765199972627,36.0438724117266
6.51854674658008,35.4360444558624
5.51353358530518,20.9088031620704
4.51098469988672,63.4675694637044
4.50892932323674,53.0846822185576
3.50716895509678,90.7338496528446
2.50570863856294,103.443653304754
2.50905380805641,97.2295768537861
1.53015649258299,115.089823603474
1.57754228866911,121.0155990328
0.644817884135527,101.009548442935
-1.2852333550899,111.052772970979
-2.22468534586116,97.1295657106766
-1.17536504162499,105.222919407001
-2.13524391851968,96.2975487712702
-4.10315137357643,63.3503084459335
-4.07740115224958,55.4088434630612
-5.05637084699896,29.4175537225183
-6.03945671242411,44.3669000937625
-7.02574494510317,38.2521851880192
-7.01483670704788,51.0801962159221
-8.00680636531937,64.8442092790319
-8.0014119963587,80.5464718228905
-6.99771837706903,80.2020397518099
-6.99523255194327,93.8098359818741
-4.99386802346665,94.3785973054655
-2.99251354710538,90.9185119358699
-0.990466459809738,113.427883400138
1.01326133618363,114.926014343608
4.01960844142213,114.411413335158
4.02974824832059,107.898338365954
4.04349098260956,71.4002423469537
5.06094616055803,-3.10430583830566
4.08254163394634,73.3699129994766
3.10811393158088,55.8475080654407
3.13751262370424,94.3509719515041
3.17057301621111,78.8960336898581
3.20679768258684,66.4717149893677
3.24593013132332,50.0711939022513
3.28751946003444,40.68253382701
3.33135124838102,11.3039919705407
2.37763681127186,-26.0913442225228
4.42657987265162,-48.5251034206995
4.47896896690026,-78.0057727264648
2.53455886734789,-111.048253728062
2.58901141246068,-220.107677905427
2.64170210680554,-142.244597378913
2.69201514955764,-168.41401585052
1.73966597167577,-147.58593584492
-0.215729924992102,-154.805632626001
-0.174631749978136,-107.080328537751
0.865244611468746,-107.392802898272
0.910122326635431,-106.74694499143
1.96366495153823,-100.147199565155
2.02324913056615,-104.57440181434
2.08127368350941,-94.0452177827956
4.13303682860254,-77.5615922346205
4.17904225338212,-77.1374136027298
4.21930210460404,-73.7904588362617
3.25428574850259,-70.5257279434991
4.28445083580061,-64.3371105394981
3.31049508928401,-64.223217770179
3.33168317122302,-100.19293801264
4.34851273616038,-38.2543261197225
4.36169899246939,-25.3862720773304
3.37113717785928,-33.5682215686793
-4.62367162285253,-54.8290612192905
-26.62676401243,-73.1818454188488
-44.6497036414809,-56.6379618513256
-36.701188224242,-68.1949103725619
-8.77744991733992,-68.8599124264183
11.1352488756914,-43.6251904852379
14.047299659974,-35.4840781093953
11.9604624216104,33.5717576677216
9.87338844905975,32.5831476841049
5.78530848738,-53.4457416002806
3.69440410923675,48.4550920698039
2.59933484922682,49.3364787812734
0.500024541409154,83.1998072455208
-0.604272999234862,71.0525767829204
0.285710613158624,107.890898839909
-0.829556361533593,126.726161649905
-2.95010759197424,115.573919784028
-3.07498703595655,124.431951438486
-3.19947166450936,123.303590060426
-4.31893832035982,105.176058994248
-4.43636686659872,108.038803540185
-5.55945802193534,82.9168222236676
-6.69477243344298,87.7928942879244
-7.84426291126012,47.6453547349483
-8.00893325666634,0.45281650851939
-9.18862580297861,22.2072247903161
-10.3830811786518,-9.07864350607815
-11.5922281645355,-5.40701028256444
-12.8162491035732,-95.8037069648508
-13.0551309380028,-113.307897300474
-12.3086374074346,-101.945690469316
-12.5762850585251,-100.699865234834
-11.8580581933581,-83.5590332577849
-11.1531828271503,-91.5145838361768
-10.4610936389066,-29.5656835170503
-8.78094695632217,7.33544239267212
-6.11113322708575,19.2235139561271
-4.4504839572836,15.1082528024708
-1.79755170638435,3.99576947042806
0.849822894973181,-15.09421519032
1.49375909658873,-29.121981587441
1.13511927642681,-196.133637812465
0.774223168587188,-45.2041787453381
0.41133374249813,-42.2638868397498
1.04715421829252,-3.30720701678183
0.682628757123979,1.67919288878329
1.31751616597407,6.70142387740452
0.952321925347807,-19.2382918495005
1.58709450026669,-0.151064653440699
2.2223889765367,8.97421599184236
1.85851502040673,9.14449430878813
3.49481927763042,22.3586593863456
3.13161708159017,27.6175446011439
2.76822732876162,-8.07968293021804
3.40466583917811,-15.7424665485923
4.04043140031707,15.6325267831617
2.67546530377344,-13.9444258287094
2.30922222335871,-9.47582413167038
1.94172696882922,-47.9827778990602
1.57289798197963,1.50582581092021
1.20354323139923,-6.97834874214459
2.83602002059697,3.56497624227995
2.47664121438996,10.1460776107142
3.12965122687043,7.76412186728521
4.79323188927576,-0.585335177569505
5.46128536239997,17.0943733290787
6.12940477938602,18.8054692957485
6.79743036363016,3.5496191738639
6.46616904350231,-2.70761904867504
7.13616189913041,-31.9698559091485
7.8091535209786,-1.21042655780548
6.48616522175544,23.5531702547341
6.16702165112213,51.3281564932695
7.85251702383453,49.1117548172806
7.5438867884584,70.9081315938292
6.2410688719206,40.7270084078937
-2.05588365610307,12.5450538495315
-22.3506927873512,20.3400471958994
-40.6533956351518,52.121987807941
-31.9728521713081,54.9075414819399
-3.30450603108872,-24.2969030096938
17.3661612736922,-33.5405088410498
19.0500924664007,54.1800572431384
16.7483761828489,52.9100702957312
15.4604207136972,-4.33685936583424
12.185972018665,31.4248247963478
8.92349940732776,53.2012337279593
8.67170627002046,79.0129214737299
7.43078368732517,58.863220931833
6.20047234319042,81.7660197300338
5.98028673728125,60.730761281151
5.77022934109645,37.7368910510704
4.5710258985087,60.7752424036735
4.3851502304551,54.8633138157384
3.21838210618683,39.9938831952059
2.07270144403215,30.1413962921742
1.94234720462001,45.3016864495021
0.819468136594487,48.47503115158
0.699648237326429,-7.35106893141165
-1.41803303712845,-75.2096672571097
-2.53500188185492,-11.126873463938
-3.65105518152918,-45.0738009082197
-3.76565293972264,-11.0123972775837
-4.87849324260306,-13.9776606150881
-6.99005705982118,-27.9707021838967
-7.10110814319046,-36.0179094503383
-7.21120251348533,-31.1312264966728
-8.32061632400813,-46.3073206323334
-8.42961097051558,-40.5548026133347
-7.53817488966019,-54.8778391997366
-6.64601522097367,-64.2817081783669
-3.7523149048434,-38.7741869140282
-0.85571995113996,-26.3397210435232
0.0456476308984435,-64.9685893282913
2.95294983746749,-96.6760688221257
5.8675763272368,-69.4663260122397
5.79087039379463,-82.3376944357842
4.72387533095061,-58.2851747995719
5.66661186623528,-43.298767879478
4.61953315514599,-49.3598638012318
4.58233195288101,-45.4862392086688
5.55543241524653,-42.6667837506939
5.53879924529923,-42.9070525524439
5.5326587781005,-20.2117674387209
5.53676084112622,-24.5700959371188
5.55087226236281,-22.975371829054
5.57452728421516,-34.4323168476203
6.60725357688289,-10.947874972253
6.64881213360027,-10.5076027384875
5.69869839476205,-80.109555769166
5.75589994950568,-58.7765101961795
5.81937771082183,-37.5134655827533
4.88878233719378,-7.31347796952468
4.96377311439662,-16.1712698095489
4.04384886594205,-46.0912850192035
2.12838422249501,-43.0929666661104
2.21713998795505,-10.1643710480312
2.31262961745671,-41.2813330436693
2.41988293508167,-38.4688508499603
3.54283129399145,-39.7344239368067
3.67933232773876,-26.0747191383361
3.82200365925102,-33.4622381220743
5.96590150873425,-27.8930920788298
6.11154532994196,-41.3936680099723
5.25919876753679,-58.9786869725158
6.40862513134712,-33.6256503445111
6.5612966015229,-35.3323359262486
6.71771732795756,-2.10152111114985
6.87790786329606,-4.9298724950113
7.04261530520125,21.1862211276166
6.21203988729859,38.2589815556439
3.3855224408425,20.3003527643396
-9.4384726562139,-17.6868873318363
-33.2664195545781,0.267263590207222
-43.1100386478713,-3.82497280544885
-22.9737339520462,-49.9608185428096
5.15247472442594,-37.1641606603589
17.2826333065813,13.5675009738898
16.4232409188865,27.2694420855805
14.5738181503038,-0.0291725213228347
10.7334199045113,33.6799900442547
6.90048140392497,-8.61084709670467
6.07317437372502,30.0841505535227
6.2506723938169,20.772760283151
4.43341513352306,44.4524823736119
2.62090417547216,62.1385937708474
2.81190988963204,50.8391495830001
2.00639863368932,73.5402618287044
1.20431430251531,77.2594293615839
1.40682445688779,55.0066513783477
0.618607901491917,60.7805389212117
-0.155742918854557,39.5910912554809
-0.918221396382421,21.4313644784252
-2.67671813130595,32.2835821264289
-2.43799850000438,-10.8361457565552
-2.2042561489404,4.05523752547379
-4.97602746760062,-12.052545105611
-6.75487499644298,-6.16421567472935
-6.54056388490429,-6.28866275127984
-7.33231233959426,-5.43699677467885
-9.13007710640602,-30.5972741724036
-8.93460267900385,-16.7803277395033
-9.74569340082276,-7.98199128135457
-9.56388424732727,-0.200320507276047
-10.3892176884054,-25.442815008957
-9.22194359834725,-23.7228074027134
-8.06154103735016,-24.0364091728497
-5.90719974791244,-14.3755651969695
-3.75756109844874,-14.736664639835
-2.61146493246773,-43.1233185758592
0.532498998154775,-13.5152506688319
2.67621290234068,-20.9019060913288
1.82103544672053,-7.28634037396841
1.966804145457,-6.67521977846627
3.11402584734667,-18.0718773543449
2.26390500334263,-24.4671469574077
1.4166459789481,-16.8574177395785
1.57220500662008,3.75369950470485
2.73080355555555,5.38398156361654
2.89292211147249,-10.9707378959283
3.05882538525354,-2.31462526171708
2.22855451142305,-20.6410142527493
2.4014151843465,-0.960181955055305
3.57696790321612,27.7425928427947
3.75551374126457,-29.5126910766776
2.93658686495375,-20.7410325478304
4.11893929224872,-33.9465976117135
4.30249342811533,-3.13188599571004
2.48690947686422,0.695047410852567
2.67090640117004,-11.4696859041796
2.85425845632385,3.36669233949942
2.03761611069331,-16.7880406381209
2.22154108218042,-4.93971777748629
1.40950830653493,-4.06667376971563
0.606658180467939,-4.18001896007081
1.81485240071511,2.72080199619086
2.02930589842888,7.65189909171932
2.24326088488207,-17.3903384682508
3.45382860933907,-35.4214651504608
5.66158319242308,-48.4634236573329
4.86805021337968,-13.5014925165669
5.07375225852342,-9.53567153137192
6.27990703727632,9.44931602667748
5.48700400020268,6.44180436735769
5.69483926759589,16.4465154920581
6.90420240530151,34.4623384606766
7.11633347702898,60.4959395778096
6.33116631763009,61.5628735023784
-0.451514243506267,30.6611961399612
-20.2349778998927,8.77757537151774
-41.0293070528236,-3.09687689822022
-36.8446532380872,-42.9696599057697
-9.67872883313139,-24.8457731168564
11.4819435054825,-19.6777195170835
15.6487472252251,-10.4996632447983
13.8237474162252,31.7050614148084
14.0056584532261,31.9578423021776
10.1954419073042,54.2642344810829
6.3917869405465,81.6284043780179
5.59240098353265,49.0695175045239
4.79671579682639,36.5639644825987
3.00493330526696,49.1064678532694
3.21583738524678,62.6995274576329
3.42967053994615,85.3384213098234
2.64641412235496,90.0317597689045
2.86651416460901,80.8000967160897
2.09313852958736,65.6489873917326
0.331556420385249,51.5764873473672
0.583496728725914,66.5820409294665
-1.15605784081007,9.66453720132813
-1.89567512026338,12.8061995716525
-2.63974809211065,-8.99269399549667
-2.38963076782507,15.2636900934358
-4.14527470635345,40.5539643107604
-5.90723066084419,17.8922944066107
-6.67571725374711,-7.73992958505005
-8.45044701495207,-9.35854031274903
-9.23215560967751,2.03423990735064
-9.0209021688469,20.4395218815553
-10.8167521302945,6.86674916041738
-10.6207263827681,-10.6885227528564
-9.43260317815521,-0.241015007384703
-9.25139369454365,-16.7735066075256
-8.0770418341369,-15.2868310554295
-4.90895379278329,-55.8020981303507
-2.74526935288938,-46.3279182619644
-0.584348365008644,-59.8620694083365
0.574719452845665,-0.397885638858497
1.73257667683129,26.1121296309739
2.89053493091962,3.69019718213349
2.04960697471619,-9.67173796997122
2.20955417530858,-8.97923090697623
2.37058261682889,-23.2281149587034
3.53288322215663,2.57438825106146
2.69713300824757,6.4463331465613
2.8632845796807,10.3885531421256
2.03106792764009,22.4088260086028
2.20024049166483,-20.4847930125852
3.37057165981748,10.7324169448129
3.54182894780781,-38.9559315937186
3.7133072107554,-0.574836715974016
2.88477826482986,-3.12485358116282
4.05499693111835,40.3879071133197
3.22339395163858,28.9831662767156
2.38936248802899,31.6375924527874
1.55205076551337,28.3484082174327
1.71067260962143,38.1050587546561
0.86505198394733,26.9031000389205
0.0154213781184565,11.730032753132
0.163342853475242,24.5886340854431
0.31415159134628,24.4850143353942
0.472592751958573,-13.588881555539
1.63755416133145,-127.633331543635
0.802643843589688,-2.70388776418804
1.96193824612676,1.26194540500546
4.11522906857408,-3.73444348761768
3.26402129260255,-4.71944166853245
2.40786954197697,21.3050065974021
3.54703760219077,9.3472339033724
4.68322688128349,30.3977963573398
3.81718943156411,51.4747481840823
4.9489766314961,55.5930883352721
